msisdn,risk_score,risk_tier,source,trigger_reason,source_file
P4nxJae4ng6k2OxKj/Hd1Q==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
fVYpBXEp4tseSP+H7ZlqlA==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AZzMPerQPvU5A5dGz/oi+w==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2QyvFCtMyqPQ772k+Aa1rw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PGvkJ4nMsXw0mHbL5PCURQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/MMNBYB54rfw7Pq7vwybqQ==,0.9908743,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/wZlELIGTKWYlEdebP4IdQ==,0.97963655,BLACK,ML,High_Prob_XGBoost,fraud_model_2
H87fOiiXL8p+PVTvkE4X2A==,0.91489995,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VZR6NnMy7sxcev/tdSffxg==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (8 calls),fraud_model_2
Cpb7Q7h7C0BOxYQ7Zm3l5g==,0.992815,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yvYuKFFSP08nV1/Bem7i8g==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8PklzHAXaeo/MabMVH1upQ==,0.95177263,BLACK,ML,High_Prob_XGBoost,fraud_model_2
0hEeLx4EH7E+HjeujLAk5Q==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
C8EGfKAXbpXwlja1xGMKQg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cwWZLW4kTlFmtUww09zU6A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BijY2De5jifAm7UdRLH5CQ==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 38 calls",fraud_model_2
X9mZm5ew73WxZMOKxoQCVg==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tubjwRXgWjhZhkCbgSPPMg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bwg0FwUYjzB2pII6V9RFZg==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ec0uzJ5rum2VxctnWhRQIw==,0.9533444,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BU5cjyByitqob6DP7I92QA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vY7VvvDndBFjVjrbC5M/Ow==,0.94122916,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ZBJ8FTUEgQ31109kSoGiQQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rYXeUmRgYwx40HvvX+jY9g==,0.9693644,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BlUBUtFxn0OM0NWlMlgWew==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
zRRFfCR0N1gD34ZTO4NwOA==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
+6SQ3h+2lqZl/1lkyxu22g==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
JWem9Oa2NbNx8CxzdM09EQ==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
4jvf5zHr2aELvC9Pp26pnA==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6jnFw5RtTVWnpSx6dx9PMg==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TrjR02XzTLEO1s9MLdINoQ==,0.9613957,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cGA5je2TA0wGwzF5/JKrMg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
z5v8cdeDdlODRzdmsDmRRQ==,0.9991048,BLACK,ML,High_Prob_XGBoost,fraud_model_2
0f10LURrE4yp9gDPUdxiFw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
X320S2wvSVRzoW6Ns46AkQ==,0.968073,BLACK,ML,High_Prob_XGBoost,fraud_model_2
C2mOHombq4TtwXmq9f8nmA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
sSr4MyKT30tJq27HxHqbRQ==,0.9604874,BLACK,ML,High_Prob_XGBoost,fraud_model_2
wunel+bQBC49pzwWws7Rxg==,0.9522875,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2mFnBcAYbSTFAVaFFPzeig==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
fVYpBXEp4tseSP+H7ZlqlA==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hsAXUAL12mt4lczTpaOugw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
IloKhx8wR4sMefYgDjpDrA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
OXmK7Vr1URmip2J2XW1PUg==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
GbrngENZwKcN4KekgWj8VA==,0.9406728,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AHPitnVBsaPrLQEn8YjfvA==,0.9613957,BLACK,ML,High_Prob_XGBoost,fraud_model_2
58vR7uCFlTe5shfpmxbulA==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Grsu0vzAuHI+HVlVE8u30g==,0.9840666,BLACK,ML,High_Prob_XGBoost,fraud_model_2
E8zmH6QNDzx4R1M62vA72w==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dpHALIqqjXaBzc1OYqPd5A==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
w8vKK0me1BkC0+v1HtF63A==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6c0kOo9rRk25F4YlNfxivw==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tubjwRXgWjhZhkCbgSPPMg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rhpJdNSXdQe0DgtBnMDoWw==,0.9834025,BLACK,ML,High_Prob_XGBoost,fraud_model_2
W4osp2HD+2a+kasko6gpGA==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
3su6Sf11fx1PxK3vHoa1Og==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1kZM41sofn/n4Sh/gWOvRg==,0.86568713,BLACK,ML,High_Prob_XGBoost,fraud_model_2
JbWPXAKBTT0v6pqJ15NFHw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nHbd58KqSf2irrFHQAijuw==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
9ueWsbX3+NTnUrnc0SQAUw==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
MpcCGXRdU+uZPaUza5fTnQ==,0.96084154,BLACK,ML,High_Prob_XGBoost,fraud_model_2
9KVGoTKe2tBoGR7/oKpx3Q==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1wdjtsNALiBBWR3anYG/Pw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Cpb7Q7h7C0BOxYQ7Zm3l5g==,0.992815,BLACK,ML,High_Prob_XGBoost,fraud_model_2
iKPKaTbn6ssIQkCya+HVHQ==,0.91152453,BLACK,ML,High_Prob_XGBoost,fraud_model_2
noM/nCGxc6PWUZvgVwyVyQ==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bLLigCn5J+4kFSz2IPSj3Q==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TTfV0jTdxelw+nBl1f8rkA==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FOtVHnYcK9u7VoZ/T5VZ6g==,0.9991559,BLACK,ML,High_Prob_XGBoost,fraud_model_2
te8P6hcRfjV6aiI7roPOYQ==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VW42JhYN9Ap4iqzyL6NUhg==,0.99001443,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AWwy382VPZ4vBb3t3BVBNQ==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2QyvFCtMyqPQ772k+Aa1rw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
W+eGhcmqfmQfBkIOyJhvbQ==,0.88130236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cwWZLW4kTlFmtUww09zU6A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
u6ML5mEbJRPXy5iuaMdQJA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
l1HNNWEYjak7S5p4P1j9lA==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ZuVVLxfJibdV7ihivmOH4Q==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
KT9GvqRsmyfh4nFssa986A==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
S4bRHZjbxzv3Zb8zJv8ngg==,0.9653539,BLACK,ML,High_Prob_XGBoost,fraud_model_2
F+OWxrWi1ju76DY6gvDEIA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2OcwE0C3w5vvvO9MBvpaCg==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
m1rGaGHG7U3sR6gKexLD3w==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eIBW7s2hO9KgmqP9wC4I/Q==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
UQgc/FqmkBM7OvG8ektDzg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
pS44/M3v37vHzJtKj0ExKg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cwWZLW4kTlFmtUww09zU6A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tTO79t0KcLpDPIGr/0AMQA==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TTfV0jTdxelw+nBl1f8rkA==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
CeBk9e6LBTD7FShnYgBXPg==,0.99023205,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dAC3LO0CVLCYynlnHhyIzg==,1.0,BLACK,RULE,"R2_Wangiri: 280 outgoing, 0 incoming (threshold: 121)",fraud_model_2
bdRRVRFGWu40EBVXnwMe/w==,0.99346924,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Js6fpEILy5ijwLzkYqs/9w==,0.9957188,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ec0uzJ5rum2VxctnWhRQIw==,0.9533444,BLACK,ML,High_Prob_XGBoost,fraud_model_2
J226JiU4CwuGD1Beean5yw==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AN0ke9AauxyJEeq1LewAag==,0.96025276,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ZBJ8FTUEgQ31109kSoGiQQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
J2fnr/coSX5+le0XiaWUKQ==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PuO8nu2P0oPe9/RiHib+vg==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eIBW7s2hO9KgmqP9wC4I/Q==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VCNAVCec1pWazZ/w1HxJzg==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
siiechxuBtRFSpPbEbyfdQ==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tVnvod2l6jSe8Pra5z4NPQ==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 94 calls",fraud_model_2
fWZ1a1Qe3i4JSLHUAsuE3g==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
kRzy94hHSlW8cZyEOAZynA==,0.99056226,BLACK,ML,High_Prob_XGBoost,fraud_model_2
jqgQL/MvGFISb8/Z66jNiQ==,0.99056226,BLACK,ML,High_Prob_XGBoost,fraud_model_2
sSr4MyKT30tJq27HxHqbRQ==,0.9604874,BLACK,ML,High_Prob_XGBoost,fraud_model_2
fCxyD/CJ9I6yPnOq9fJQzw==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Lw66bifhPtcVUp5XcwafoA==,0.9991048,BLACK,ML,High_Prob_XGBoost,fraud_model_2
4jvf5zHr2aELvC9Pp26pnA==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ftY6QKN+LZWavvIdQs13kg==,0.9882953,BLACK,ML,High_Prob_XGBoost,fraud_model_2
gGpTerv73MMwnWGqsCJ7Mg==,0.95570534,BLACK,ML,High_Prob_XGBoost,fraud_model_2
c/4xx5D9Jg304GlAjLIFDw==,0.97328645,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BijY2De5jifAm7UdRLH5CQ==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 38 calls",fraud_model_2
H5eFxyczzwYtzRGvoOKazA==,0.96787673,BLACK,ML,High_Prob_XGBoost,fraud_model_2
h4TsE8u2zh4gJ7PjLKA+vw==,0.9869006,BLACK,ML,High_Prob_XGBoost,fraud_model_2
te8P6hcRfjV6aiI7roPOYQ==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
qS9FpWBDHej6orE9N3PEfA==,0.9522875,BLACK,ML,High_Prob_XGBoost,fraud_model_2
T7thtOAMRGfbO2X8T4BLlw==,0.98926383,BLACK,ML,High_Prob_XGBoost,fraud_model_2
P4nxJae4ng6k2OxKj/Hd1Q==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Rbs4ePYyX/UemJSntVt7JA==,0.924687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
R8JZbksIfMlJKGEHnxZ5MA==,0.9854925,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hsAXUAL12mt4lczTpaOugw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
zmEl5T1nLFM9LpXEm6OMGg==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cwWZLW4kTlFmtUww09zU6A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VtDJwogP/Y4blXEkAjqV0Q==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/8kZ8aCtuqFd5/U+BFcyhg==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
l3nGoemaq231cOroJxHymg==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uRqwS8AnDiFOqmGydPyKYw==,0.95570534,BLACK,ML,High_Prob_XGBoost,fraud_model_2
e99YVsNf/QNMMAFgPUMiWA==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
m1rGaGHG7U3sR6gKexLD3w==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5q9vUDLYpfl0Ecj16Z+0dw==,0.8698312,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nh9/zVZ6Q9mogLvGU3KJyg==,0.9991048,BLACK,ML,High_Prob_XGBoost,fraud_model_2
56cCFvSTJKn6MctORTr+/Q==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rd+LmzskWHLNLS8F5JAVaQ==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8bR3rXq9X0eJLXTzNfZSNg==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
W4osp2HD+2a+kasko6gpGA==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
+o2azSsc8bNat0561lXL/A==,0.9622463,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PW7bqrjckmkblnaSqc89Xw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
J96i8TpZWwpz062CD8i8ng==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bwg0FwUYjzB2pII6V9RFZg==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
72fDpKIqOwxEWYd92gtO5w==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FAACczEN+WVhULDCH94V3A==,0.91489995,BLACK,ML,High_Prob_XGBoost,fraud_model_2
pS44/M3v37vHzJtKj0ExKg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
A1qY+ymVnt8u4htnXSqN5w==,0.924687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ftY6QKN+LZWavvIdQs13kg==,0.9882953,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eO9sP/xJ82DpNlQZ5basYw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hsAXUAL12mt4lczTpaOugw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
7jTPnC723Xr0+J+4E1h2/Q==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5q9vUDLYpfl0Ecj16Z+0dw==,0.8698312,BLACK,ML,High_Prob_XGBoost,fraud_model_2
HNWXElXMAceYaUrbgJ61zQ==,0.90587723,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8bR3rXq9X0eJLXTzNfZSNg==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cbZmNt9FhoKe503VIHaj+Q==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hd0DzTLi9A9ps8dJeSP7Hg==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 86 calls",fraud_model_2
zyD7wRrzg/ujsFclj1HRqg==,0.9908743,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dbiJddFWnNNmYnZ552dfOA==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
pS44/M3v37vHzJtKj0ExKg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ppmaPBZah8QZu1wOzaZ4Wg==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
u6ML5mEbJRPXy5iuaMdQJA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Sid/rIA2lyOaBbT2VOI99Q==,1.0,BLACK,RULE,"R7_ShortBurst: 5s avg duration, 53 calls",fraud_model_2
+6SQ3h+2lqZl/1lkyxu22g==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vvjiI6hWsPWJaWzouMFovQ==,0.9538138,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ohV9r2Ot8l+DFMO3OoRa5w==,0.92891216,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VW42JhYN9Ap4iqzyL6NUhg==,0.99001443,BLACK,ML,High_Prob_XGBoost,fraud_model_2
T7thtOAMRGfbO2X8T4BLlw==,0.98926383,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FNF1Lt9e6ollESoiX5awWA==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5ZXUhNXR0mC/BM+KF/F1Hw==,0.9084824,BLACK,ML,High_Prob_XGBoost,fraud_model_2
K/EqypGk4ne/0n6Wyx0zxA==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5Ba4wIDFlvANngoXEnZnRQ==,0.98834455,BLACK,ML,High_Prob_XGBoost,fraud_model_2
0f10LURrE4yp9gDPUdxiFw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rWxCl6ughGrtFBx9WaSS4Q==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
E4PVp7KIMIZZaSJIWedxuQ==,0.91149044,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PBeUmcWsLjsEOklQV4qz0Q==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 48 calls",fraud_model_2
6DGvC0UOG/hYwbuf9j5DCA==,0.88130236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
IloKhx8wR4sMefYgDjpDrA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BlUBUtFxn0OM0NWlMlgWew==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
H5eFxyczzwYtzRGvoOKazA==,0.96787673,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8bR3rXq9X0eJLXTzNfZSNg==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
qS9FpWBDHej6orE9N3PEfA==,0.9522875,BLACK,ML,High_Prob_XGBoost,fraud_model_2
e2/2PBxH+yHgBqbcCHjzOw==,0.9538138,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
zjLctMxxma0pxafII90hmA==,0.9817151,BLACK,ML,High_Prob_XGBoost,fraud_model_2
RX6n9f+EoB5bNqOONldTVA==,0.85863954,BLACK,ML,High_Prob_XGBoost,fraud_model_2
W+eGhcmqfmQfBkIOyJhvbQ==,0.88130236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yeQUMLLv2/VcahRwQpp7jg==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lymPHb1WMTtgRZOQWHQ3tg==,0.8740236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
XBbjTO8Ie939Va7xilGxPg==,0.9817151,BLACK,ML,High_Prob_XGBoost,fraud_model_2
C8EGfKAXbpXwlja1xGMKQg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rWxCl6ughGrtFBx9WaSS4Q==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Mqk3Uu6wntUfF9VeQ/T7ug==,0.99056226,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rYXeUmRgYwx40HvvX+jY9g==,0.9693644,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/wZlELIGTKWYlEdebP4IdQ==,0.97963655,BLACK,ML,High_Prob_XGBoost,fraud_model_2
fmmnx/5M3BQcdd5uoiq3gQ==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Wmqjg7KxgQVaxZo0g0YhkQ==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
X2r7BmabIVRhd9sOkAPkhQ==,0.92746115,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vNscyy+rZB596aaYxVn/QQ==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uTdmT5QkC4APmcuV345oiA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
T7thtOAMRGfbO2X8T4BLlw==,0.98926383,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Ra58yks75ibX0CSVkh6MAg==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
drjItGJ8RV6DMg2zMve50A==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6pTcgqb2jtxuT3r+bksWiw==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
A1qY+ymVnt8u4htnXSqN5w==,0.924687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
aSCYVNmSncKWZhupB5Df5A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
LjDf+oXes5rLwrDyxdMQMA==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
X2r7BmabIVRhd9sOkAPkhQ==,0.92746115,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8PA4j/GRMnE33A9StGgxRw==,0.9023711,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
wkGyaq73HeZxiFtiluE2DA==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
RGlgbaA+/qntk04jfgCbdw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lPXw1cOLch7lF/GF1HvQVQ==,0.99474597,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eIBW7s2hO9KgmqP9wC4I/Q==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
y21nHI0HCJW9QAiLkPdalA==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ba4ed9dmOCZ30NydBHLFZQ==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AZzMPerQPvU5A5dGz/oi+w==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yeQUMLLv2/VcahRwQpp7jg==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
z5v8cdeDdlODRzdmsDmRRQ==,0.9991048,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lXs8lCgjDoD814mTWRVH6g==,0.96084154,BLACK,ML,High_Prob_XGBoost,fraud_model_2
X320S2wvSVRzoW6Ns46AkQ==,0.968073,BLACK,ML,High_Prob_XGBoost,fraud_model_2
xScMfo468chxJFNVlxCg+w==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 49 calls",fraud_model_2
XwKw7/UZ6M6YgcFHmfaHXw==,0.88607794,BLACK,ML,High_Prob_XGBoost,fraud_model_2
KT9GvqRsmyfh4nFssa986A==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
S7GuCuscn6MoR8Ntq3UaXQ==,0.924687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
QGW747epjHmSsEeP1mwghQ==,1.0,BLACK,RULE,"R7_ShortBurst: 11s avg duration, 57 calls",fraud_model_2
5qLpRp1alQ7r9Ktuy8oRAQ==,0.9014707,BLACK,ML,High_Prob_XGBoost,fraud_model_2
te8P6hcRfjV6aiI7roPOYQ==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Z5ZWWK1u2jwJ/T9T+GUrxQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2QyvFCtMyqPQ772k+Aa1rw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
he5rAWmpD1g1HhiMzpl9Xw==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PGvkJ4nMsXw0mHbL5PCURQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
WMrNvi423jzFSOMLfW9s1w==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
noM/nCGxc6PWUZvgVwyVyQ==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
gMuunAlBmcvcs3uYXanm2A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
l1HNNWEYjak7S5p4P1j9lA==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
MpcCGXRdU+uZPaUza5fTnQ==,0.96084154,BLACK,ML,High_Prob_XGBoost,fraud_model_2
sSr4MyKT30tJq27HxHqbRQ==,0.9604874,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/wQy+WeARBPiW0+tdulwZQ==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
